url,title,price_online,price_original,hospital,address,work_time,area
"https://www.soyoung.com/cp11587740?utm_url=https%3A%2F%2Fwww.soyoung.com%2Fsearch%2Fproduct%3Fkeyword%3D%25E5%258D%258A%25E5%25B2%259B%25E5%25A4%25A7%25E8%25B6%2585%25E7%2582%25AE&browser_id=27ba5575-9144-47cd-9122-6efdae9f6519&ext=%7B%22itemType%22%3A33,%22item_id%22%3A11587740,%22item_type%22%3A33,%22query_str%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22from_position%22%3A501,%22sub_strategy_id%22%3A115,%22ac_type%22%3A100,%22deduct_token%22%3A%22U7DS62zMTdAVdMO9lDeZT7y2XKEcENdWSo3YrUjlV2F2KH4aG7_FFknWCmBqaV7f%22,%22product_keyword%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22menu3_id%22%3A265,%22product_sort%22%3A0,%22source_id%22%3A5,%22zt_cplanid%22%3A511375,%22request_key%22%3A%2233_11587740_bd2cb1840bf083207be8dbb724b75683%22%7D",【超声治疗|面部|半岛大超炮】半岛大超炮面部/颈部 2选1 提升面部轮廓支持验真,9010,10000,广州艺星医疗美容医院（华南旗舰院）,地址：广东省广州市天河区天河北路186号,营业时间：09:00-20:00,面部
"https://www.soyoung.com/cp10756650?utm_url=https%3A%2F%2Fwww.soyoung.com%2Fsearch%2Fproduct%3Fkeyword%3D%25E5%258D%258A%25E5%25B2%259B%25E5%25A4%25A7%25E8%25B6%2585%25E7%2582%25AE&browser_id=27ba5575-9144-47cd-9122-6efdae9f6519&ext=%7B%22itemType%22%3A33,%22item_id%22%3A10756650,%22item_type%22%3A33,%22query_str%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22from_position%22%3A501,%22sub_strategy_id%22%3A115,%22ac_type%22%3A100,%22deduct_token%22%3A%229fYnCsw70x0RwYNqGWFJa9AINS5uc25pcmewAO3GsOahkADvb0-q_L9phbrrTeN3%22,%22product_keyword%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22menu3_id%22%3A265,%22product_sort%22%3A0,%22source_id%22%3A5,%22zt_cplanid%22%3A513729,%22request_key%22%3A%2233_10756650_bd2cb1840bf083207be8dbb724b75683%22%7D",【限时福利*买一赠一】【半岛大超炮】紧致抗衰*不限发数 效果升级,8800,13800,温州和平国际医院【三级医院∙四级手术资质】,地址：温州市瓯海区南白象街道瓯越大道1929号（不含B栋1层北面局部，3层东北面局部的房产面积为2000平方米）,营业时间：08:30-17:30,面部
"https://www.soyoung.com/cp11571225?utm_url=https%3A%2F%2Fwww.soyoung.com%2Fsearch%2Fproduct%3Fkeyword%3D%25E5%258D%258A%25E5%25B2%259B%25E5%25A4%25A7%25E8%25B6%2585%25E7%2582%25AE&browser_id=27ba5575-9144-47cd-9122-6efdae9f6519&ext=%7B%22itemType%22%3A33,%22item_id%22%3A11571225,%22item_type%22%3A33,%22query_str%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22from_position%22%3A501,%22sub_strategy_id%22%3A115,%22ac_type%22%3A100,%22deduct_token%22%3A%22mqg5Z8xjp6nskdUmbZrmJvgoyiEtpIp8HxdIrfl6xdHf6YBbg9SSLZKK-ORPPofi%22,%22product_keyword%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22menu3_id%22%3A265,%22product_sort%22%3A0,%22source_id%22%3A5,%22zt_cplanid%22%3A513730,%22request_key%22%3A%2233_11571225_bd2cb1840bf083207be8dbb724b75683%22%7D",半岛大超炮面部 假一罚十 正品可验 抗衰紧致 扫码验真 全新升级 认证医师操作,8795,15800,长沙梵童医疗美容,地址：长沙市雨花区侯家塘街道劳动西路272综合楼一楼东（272号综合楼201//301//302//303//306）,营业时间：09:00-19:00,面部
"https://www.soyoung.com/cp11573188?utm_url=https%3A%2F%2Fwww.soyoung.com%2Fsearch%2Fproduct%3Fkeyword%3D%25E5%258D%258A%25E5%25B2%259B%25E5%25A4%25A7%25E8%25B6%2585%25E7%2582%25AE&browser_id=27ba5575-9144-47cd-9122-6efdae9f6519&ext=%7B%22itemType%22%3A33,%22item_id%22%3A11573188,%22item_type%22%3A33,%22query_str%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22from_position%22%3A501,%22sub_strategy_id%22%3A115,%22ac_type%22%3A100,%22deduct_token%22%3A%22lzmfExND88L7B1Hu1Jak-bWJ4ItPb-WXFvCrc7BSNLobIBVFJutRjTJev9bBhUnz%22,%22product_keyword%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22menu3_id%22%3A265,%22product_sort%22%3A0,%22source_id%22%3A5,%22zt_cplanid%22%3A512635,%22request_key%22%3A%2233_11573188_bd2cb1840bf083207be8dbb724b75683%22%7D",【首发新品】半岛大超炮 面部全模式 紧致/提升/正品验证,8800,10800,武汉五洲整形外科医院,地址：武汉市洪山区徐东大街97号1-6层,营业时间：09:00-19:00,面部
"https://www.soyoung.com/cp1222693?utm_url=https%3A%2F%2Fwww.soyoung.com%2Fsearch%2Fproduct%3Fkeyword%3D%25E5%258D%258A%25E5%25B2%259B%25E5%25A4%25A7%25E8%25B6%2585%25E7%2582%25AE&browser_id=27ba5575-9144-47cd-9122-6efdae9f6519&ext=%7B%22itemType%22%3A33,%22item_id%22%3A1222693,%22item_type%22%3A33,%22query_str%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22from_position%22%3A501,%22sub_strategy_id%22%3A115,%22ac_type%22%3A100,%22deduct_token%22%3A%22Acyi9IUMtukALHG5H77YdZ-VHmSg3R67Xi8bz8ABZ5m0u8mhpNttux1d6ZV6qVAw%22,%22product_keyword%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22menu3_id%22%3A265,%22product_sort%22%3A0,%22source_id%22%3A5,%22zt_cplanid%22%3A500543,%22request_key%22%3A%2233_1222693_bd2cb1840bf083207be8dbb724b75683%22%7D",【超声治疗】半岛大超炮+艾维岚上瘾红★正版仪器★认证医师操作★新客专享,8879,13800,重庆军美医疗美容医院【中整协认证5A机构】,地址：重庆市渝中区七星岗街道中山一路181号--195号第1层部分，2、4、6、7层，中山一路181号第3层,营业时间：09:00-20:00,面部
"https://www.soyoung.com/cp11570692?utm_url=https%3A%2F%2Fwww.soyoung.com%2Fsearch%2Fproduct%3Fkeyword%3D%25E5%258D%258A%25E5%25B2%259B%25E5%25A4%25A7%25E8%25B6%2585%25E7%2582%25AE&browser_id=27ba5575-9144-47cd-9122-6efdae9f6519&ext=%7B%22itemType%22%3A33,%22item_id%22%3A11570692,%22item_type%22%3A33,%22query_str%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22from_position%22%3A501,%22sub_strategy_id%22%3A115,%22ac_type%22%3A100,%22deduct_token%22%3A%226KY4G_xP-3d-HpakOEaqw5yj6x6gWv_mzmYP4SqpnQPy1qQsqeQYMKJd7YT9Ebz9%22,%22product_keyword%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22menu3_id%22%3A265,%22product_sort%22%3A0,%22source_id%22%3A5,%22zt_cplanid%22%3A513732,%22request_key%22%3A%2233_11570692_bd2cb1840bf083207be8dbb724b75683%22%7D",【不限发数】半岛大超炮 两刀三炮全面部全模式【支持验真】认证医师操作,11597,12800,宁波薇琳医疗美容医院-德国莱茵TÜV认证,地址：宁波市鄞州区东柳街道百丈东路936号,营业时间：09:00-20:00,面部
"https://www.soyoung.com/cp11573109?utm_url=https%3A%2F%2Fwww.soyoung.com%2Fsearch%2Fproduct%3Fkeyword%3D%25E5%258D%258A%25E5%25B2%259B%25E5%25A4%25A7%25E8%25B6%2585%25E7%2582%25AE&browser_id=27ba5575-9144-47cd-9122-6efdae9f6519&ext=%7B%22itemType%22%3A33,%22item_id%22%3A11573109,%22item_type%22%3A33,%22query_str%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22from_position%22%3A501,%22sub_strategy_id%22%3A115,%22ac_type%22%3A100,%22deduct_token%22%3A%22xlZT5Fxx-zTJCX4oR-YbrNtOSAfyu5A1B0IHw-mKaz-8EYm8LZcEqoAJQfJQXuyD%22,%22product_keyword%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22menu3_id%22%3A265,%22product_sort%22%3A0,%22source_id%22%3A5,%22zt_cplanid%22%3A513432,%22request_key%22%3A%2233_11573109_bd2cb1840bf083207be8dbb724b75683%22%7D",【2026爆款超声】【体验升级】【精准可视】最新一代超声炮·半岛大超炮,10691,11800,广州丽合医疗美容医院·大湾区旗舰院,地址：广东省广州市天河区广州大道中1428号,营业时间：09:00-20:00,面部
"https://www.soyoung.com/cp11518338?utm_url=https%3A%2F%2Fwww.soyoung.com%2Fsearch%2Fproduct%3Fkeyword%3D%25E5%258D%258A%25E5%25B2%259B%25E5%25A4%25A7%25E8%25B6%2585%25E7%2582%25AE&browser_id=27ba5575-9144-47cd-9122-6efdae9f6519&ext=%7B%22itemType%22%3A33,%22item_id%22%3A11518338,%22item_type%22%3A33,%22query_str%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22from_position%22%3A501,%22sub_strategy_id%22%3A120,%22ac_type%22%3A110,%22deduct_token%22%3A%22jMNkPT4myc2dXoYg4V4bhTCTQNj3wdrm81B-_LRfkgA_JvvO-KjJHF7NuBhzSQ9B%22,%22product_keyword%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22menu3_id%22%3A265,%22product_sort%22%3A0,%22source_id%22%3A5,%22zt_cplanid%22%3A511076,%22request_key%22%3A%2233_11518338_bd2cb1840bf083207be8dbb724b75683%22%7D",【超声治疗】半岛大超炮全面部 AI智能分层抗衰 超脉微冲 双副高领衔 正品可验,9493,12800,杭州薇琳医疗美容医院（中整协认证5A级医院）,地址：上城区清泰街2号(12层独栋大厦),营业时间：09:00-20:00,面部
"https://www.soyoung.com/cp11555581?utm_url=https%3A%2F%2Fwww.soyoung.com%2Fsearch%2Fproduct%3Fkeyword%3D%25E5%258D%258A%25E5%25B2%259B%25E5%25A4%25A7%25E8%25B6%2585%25E7%2582%25AE&browser_id=27ba5575-9144-47cd-9122-6efdae9f6519&ext=%7B%22itemType%22%3A33,%22item_id%22%3A11555581,%22item_type%22%3A33,%22query_str%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22from_position%22%3A501,%22sub_strategy_id%22%3A115,%22ac_type%22%3A100,%22deduct_token%22%3A%22JXkE-F61djBvCHHS9aUON7gDHgCnyE_uM0jhnaLABHoSBzvwBnIBIj7EL-wymciC%22,%22product_keyword%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22menu3_id%22%3A265,%22product_sort%22%3A0,%22source_id%22%3A5,%22zt_cplanid%22%3A508146,%22request_key%22%3A%2233_11555581_bd2cb1840bf083207be8dbb724b75683%22%7D",【超声治疗|半岛大超炮|面部】送聚星超光子3次/光玛吉1次,8879,12800,温州和平整形医院中整协认证5A级医院·四级手术医院,地址：浙江省温州市鹿城区环城东路312号,营业时间：08:30-20:00,面部
"https://www.soyoung.com/cp11572136?utm_url=https%3A%2F%2Fwww.soyoung.com%2Fsearch%2Fproduct%3Fkeyword%3D%25E5%258D%258A%25E5%25B2%259B%25E5%25A4%25A7%25E8%25B6%2585%25E7%2582%25AE&browser_id=27ba5575-9144-47cd-9122-6efdae9f6519&ext=%7B%22itemType%22%3A33,%22item_id%22%3A11572136,%22item_type%22%3A33,%22query_str%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22from_position%22%3A501,%22sub_strategy_id%22%3A115,%22ac_type%22%3A100,%22deduct_token%22%3A%22NpxC8MBPstaV4GLijyZHNPJWGA68RLI3nrTzNz5biTwu_lWcJj4_KmhaEw7ac_zw%22,%22product_keyword%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22menu3_id%22%3A265,%22product_sort%22%3A0,%22source_id%22%3A5,%22zt_cplanid%22%3A505390,%22request_key%22%3A%2233_11572136_bd2cb1840bf083207be8dbb724b75683%22%7D",私信有礼#半岛大超炮面部 半岛黄金超声炮升级版 不限发数 支持扫码验真,8879,9800,辽宁曙光整形外科医院（原辽宁协和整形外科医院）,地址：沈阳市和平区青年大街356号1-3层,营业时间：08:30-17:30,面部
